User_ID,IP,Latitude,Longitude,PostCode,City,State,Country
29,1.120.140.1,-27.4704,153.0031,4064,Brisbane,QLD,AU
30,1.120.141.1,-26.731,152.9977,4554,Ilkley,QLD,AU
31,1.120.142.1,-27.5123,153.0325,4103,Brisbane,QLD,AU
32,1.120.144.1,-27.5833,153.3117,4165,Victoria Point,QLD,AU
33,1.120.147.1,-28.1545,153.3092,4213,Bonogin,QLD,AU
34,1.120.151.1,-27.5,152.9,4069,Brisbane,QLD,AU
35,1.120.154.1,-28.0215,153.3664,4211,Carrara,QLD,AU
36,1.120.155.1,-27.4189,153.0582,4011,Clayfield,QLD,AU
37,1.120.156.1,-19.3366,146.7836,4813,Townsville,QLD,AU
38,1.120.158.1,-27.6081,151.7545,4350,Toowoomba,QLD,AU
39,1.120.159.1,-27.3981,152.958,4054,Arana Hills,QLD,AU
40,1.120.160.1,-27.5026,152.9501,4069,Chapel Hill,QLD,AU
41,1.120.161.1,-27.7,153.15,4133,Waterford,QLD,AU
42,1.120.162.1,-27.5133,152.9752,4068,Chelmer,QLD,AU
43,1.120.163.1,-21.0405,149.1849,4740,Dolphin Heads,QLD,AU
44,1.120.166.1,-27.9553,153.3991,4215,Southport,QLD,AU
45,1.120.167.1,-24.0855,151.6282,,Rodds Bay,QLD,AU
46,1.120.168.1,-26.7179,153.0547,4556,Sippy Downs,QLD,AU
47,1.120.169.1,-27.4833,153,4101,West End,QLD,AU
48,1.120.170.1,-16.923,145.7663,4870,Cairns,QLD,AU
49,1.120.176.1,-21.1667,149.1,4740,Mackay,QLD,AU
50,1.120.184.1,-26.6535,153.1012,4558,Maroochydore,QLD,AU
51,1.121.0.1,-27.5006,153.035,,Woolloongabba,QLD,AU
52,1.121.17.1,-26.656,153.092,,Sunshine Coast,,AU
53,1.121.97.1,-27.5649,153.0665,4109,Sunnybank,QLD,AU
54,1.121.100.1,-26.5333,152.95,4561,Ninderry,QLD,AU
55,1.121.103.1,-26.7007,152.9935,4555,Palmwoods,QLD,AU
56,1.121.105.1,-27.1611,152.9594,4505,Burpengary,QLD,AU
57,1.121.107.1,-27.2435,153.0238,4509,North Lakes,QLD,AU
58,1.121.109.1,-27.481,153.044,4169,Kangaroo Point,QLD,AU
59,1.121.110.1,-27.5167,153.25,4160,Wellington Point,QLD,AU
60,1.121.111.1,-26.8588,152.9614,4519,Beerwah,QLD,AU
61,1.121.112.1,-26.7817,153.1165,4551,Caloundra,QLD,AU
62,1.121.114.1,-27.4616,153.0751,4170,Morningside,QLD,AU
63,1.121.117.1,-27.5,153.1167,4153,Belmont,QLD,AU
64,1.121.118.1,-27.5662,152.7784,4306,Chuwar,QLD,AU
65,1.121.122.1,-27.6233,153.0479,4116,Stretton,QLD,AU
66,1.121.123.1,-27.6208,153.0058,4110,Pallara,QLD,AU
67,1.121.125.1,-27.3456,152.8718,4520,Yugar,QLD,AU
68,1.121.126.1,-27.9788,153.4266,4217,Main Beach,QLD,AU
69,1.121.127.1,-27.4833,153.2167,4159,Birkdale,QLD,AU
70,1.121.128.1,-27.6605,152.879,4300,Brookwater,QLD,AU
71,1.121.129.1,-27.4478,153.1317,4174,Hemmant,QLD,AU
72,1.121.131.1,-27.5167,153.1833,4157,Capalaba,QLD,AU
73,1.121.136.1,-27.5344,153.0246,4105,Moorooka,QLD,AU
74,1.121.140.1,-27.5262,153.0605,4121,Brisbane,QLD,AU
75,1.121.141.1,-26.3989,152.8756,4563,Cooroy Mountain,QLD,AU
76,1.121.144.1,-27.4724,153.0947,4170,Norman Park,QLD,AU
77,1.121.146.1,-26.5845,153.0947,4564,Mudjimba,QLD,AU
78,1.121.149.1,-27.8667,152.9833,4285,Cedar Grove,QLD,AU
79,1.121.150.1,-26.7844,153.0922,4551,Little Mountain,QLD,AU
80,1.121.152.1,-27.4765,152.9966,4066,Brisbane,QLD,AU
81,1.121.154.1,-28.1407,153.45,4223,Currumbin,QLD,AU
82,1.121.156.1,-24.8542,152.2352,4670,Bundaberg,QLD,AU
83,1.121.157.1,-28.1124,153.3964,4227,Varsity Lakes,QLD,AU
84,1.121.159.1,-25.3,152.8333,4655,Pialba,QLD,AU
85,1.121.160.1,-27.6633,153.0038,4118,Forestdale,QLD,AU
86,1.121.163.1,-27.7833,153.2667,4208,Ormeau,QLD,AU
87,1.121.165.1,-27.3397,153.0292,4018,Fitzgibbon,QLD,AU
88,1.121.167.1,-27.4455,152.992,4060,Ashgrove,QLD,AU
89,1.121.169.1,-27.5393,153.099,4122,Brisbane,QLD,AU
90,1.121.176.1,-42.9833,147.1,7109,Grove,TAS,AU
91,1.121.192.1,-27.9833,153.1667,4275,Canungra,QLD,AU
92,1.121.200.1,-38.1462,145.9406,3820,Warragul,VIC,AU
93,1.121.204.1,-37.7333,144.8,3021,Saint Albans,VIC,AU
94,1.122.0.1,-34.9286,138.6,,Adelaide,SA,AU
95,1.122.1.1,-31.953,115.857,,Perth,WA,AU
96,1.122.23.1,-33.8675,151.207,,Sydney,NSW,AU
97,1.122.32.1,-31.9344,115.8716,6050,Mount Lawley,WA,AU
98,1.122.33.1,-32.05,115.7667,6160,Fremantle,WA,AU
99,1.122.34.1,-31.9674,115.8621,6000,Perth,WA,AU
100,1.122.35.1,-31.9344,115.7617,6015,City Beach,WA,AU
101,1.122.38.1,-31.7813,115.9896,6069,Ellenbrook,WA,AU
102,1.122.45.1,-31.8276,115.865,6064,Marangaroo,WA,AU
103,1.122.46.1,-31.9386,115.7921,6014,Wembley,WA,AU
104,1.122.47.1,-31.8406,115.8955,6066,Ballajura,WA,AU
105,1.122.48.1,-31.8882,115.8719,6059,Dianella,WA,AU
106,1.122.50.1,-31.9035,115.909,6062,Morley,WA,AU
107,1.122.51.1,-32.1066,115.959,6110,Southern River,WA,AU
108,1.122.53.1,-32.05,115.9833,6109,Maddington,WA,AU
109,1.122.55.1,-32.0332,115.8126,6154,Myaree,WA,AU
110,1.122.56.1,-31.875,115.8284,6021,Balcatta,WA,AU
111,1.122.58.1,-31.8733,115.899,6062,Noranda,WA,AU
112,1.122.59.1,-32.058,115.9181,6155,Canning Vale,WA,AU
113,1.122.60.1,-32.3289,115.8305,6171,Baldivis,WA,AU
114,1.122.61.1,-31.7325,115.7977,6065,Tapping,WA,AU
115,1.122.62.1,-31.931,115.8949,6051,Maylands,WA,AU
116,1.122.63.1,-31.6304,115.6864,6038,Alkimos,WA,AU
117,1.122.67.1,-31.9587,115.8711,6004,Perth,WA,AU
118,1.122.68.1,-31.9397,115.8701,6003,Highgate,WA,AU
119,1.122.69.1,-32.06,115.955,6108,Thornlie,WA,AU
120,1.122.70.1,-31.902,115.8455,6060,Perth,WA,AU
121,1.122.72.1,-31.855,115.8399,6061,Westminster,WA,AU
122,1.122.73.1,-32.081,116.0054,6110,Gosnells,WA,AU
123,1.122.78.1,-32.0525,115.8878,6155,Willetton,WA,AU
124,1.122.85.1,-32.221,116.009,6122,Byford,WA,AU
125,1.122.95.1,-31.8273,115.9742,6055,Henley Brook,WA,AU
126,1.122.96.1,-31.8958,115.7643,6019,Scarborough,WA,AU
127,1.122.106.1,-31.9172,115.938,6054,Bassendean,WA,AU
128,1.122.111.1,-31.6962,115.805,6031,Carramar,WA,AU
129,1.122.115.1,-31.8694,115.7571,6029,Trigg,WA,AU
130,1.122.124.1,-31.9587,115.904,6100,Lathlain,WA,AU
131,1.122.126.1,-31.9483,115.819,6008,Subiaco,WA,AU
132,1.122.169.1,-32.0249,115.802,6156,Perth,WA,AU
133,1.122.177.1,-31.9113,115.8892,6052,Bedford,WA,AU
134,1.122.184.1,-31.9147,115.8489,6050,Coolbinia,WA,AU
135,1.122.186.1,-31.807,115.7404,6025,Hillarys,WA,AU
136,1.122.209.1,-31.9628,115.9443,6105,Cloverdale,WA,AU
137,1.122.224.1,-32.0397,115.8678,6148,Rossmoyne,WA,AU
138,1.122.230.1,-32.0976,115.8192,6163,Perth,WA,AU
139,1.122.239.1,-31.8523,115.7826,6020,Carine,WA,AU
140,1.122.241.1,-32.0278,115.7833,6157,Bicton,WA,AU
141,1.122.242.1,-31.9796,115.7823,6010,Perth,WA,AU
142,1.122.246.1,-31.9485,115.8268,6904,Subiaco,WA,AU
143,1.122.254.1,-31.981,115.8696,6151,Perth,WA,AU
144,1.123.0.1,-34.8833,138.55,5011,Woodville,SA,AU
145,1.123.1.1,-34.9117,138.6198,5069,Stepney,SA,AU
146,1.123.2.1,-34.9287,138.5986,5000,Adelaide,SA,AU
147,1.123.3.1,-34.8793,138.6356,5087,Klemzig,SA,AU
148,1.123.4.1,-34.8159,138.6081,5095,Mawson Lakes,SA,AU
149,1.123.6.1,-34.8685,138.628,5086,Greenacres,SA,AU
150,1.123.8.1,-34.889,138.647,5070,Adelaide,SA,AU
151,1.123.9.1,-34.9365,138.6272,5065,Glenside,SA,AU
152,1.123.10.1,-34.6906,138.6686,5113,Elizabeth,SA,AU
153,1.123.11.1,-34.8333,138.6333,5098,Ingle Farm,SA,AU
154,1.123.14.1,-34.8333,138.7,5090,Hope Valley,SA,AU
155,1.123.15.1,-34.9547,138.6011,5061,Adelaide,SA,AU
156,1.123.16.1,-34.8833,138.6667,5074,Campbelltown,SA,AU
157,1.123.19.1,-34.9167,138.65,5067,Kensington and Norwood,SA,AU
158,1.123.23.1,-34.9314,138.6463,5068,Leabrook,SA,AU
159,1.123.26.1,-34.9265,138.5703,5031,Mile End,SA,AU
160,1.123.27.1,-35.1327,138.8716,5251,Mount Barker,SA,AU
161,1.123.28.1,-34.5013,139.0462,5353,Angaston,SA,AU
162,1.123.29.1,-34.4682,138.9977,5355,Nuriootpa,SA,AU
163,1.123.31.1,-34.8573,138.6133,5085,Adelaide,SA,AU
164,1.123.34.1,-34.7006,138.7096,5114,Craigmore,SA,AU
165,1.123.35.1,-35.0382,138.5163,5049,Seacliff,SA,AU
166,1.123.36.1,-37.5939,140.3495,5280,Millicent,SA,AU
167,1.123.37.1,-34.7263,135.8744,5606,Port Lincoln,SA,AU
168,1.123.38.1,-34.95,138.55,5038,Plympton,SA,AU
169,1.123.39.1,-34.6,138.6,5501,Lewiston,SA,AU
170,1.123.40.1,-34.7955,138.6694,5096,Para Hills,SA,AU
171,1.123.64.1,-34.7302,135.85,,Port Lincoln,SA,AU
172,1.123.132.1,-34.7194,138.6771,5112,Elizabeth,SA,AU
173,1.123.134.1,-34.9,138.5333,5023,Findon,SA,AU
174,1.123.135.1,-34.8759,138.615,5083,Broadview,SA,AU
175,1.123.136.1,-34.9106,138.5605,5031,Torrensville,SA,AU
176,1.123.138.1,-34.9,138.5167,5023,Seaton,SA,AU
177,1.123.139.1,-34.9167,138.6667,5072,Magill,SA,AU
178,1.123.146.1,-34.949,138.6619,5066,Beaumont,SA,AU
179,1.123.152.1,-34.8702,138.6999,5076,Athelstone,SA,AU
180,1.123.155.1,-34.7833,138.7333,5125,Golden Grove,SA,AU
181,1.123.157.1,-34.85,138.65,5086,Oakden,SA,AU
182,1.123.158.1,-34.776,138.6531,5109,Adelaide,SA,AU
183,1.123.159.1,-34.9881,138.561,5043,Adelaide,SA,AU
184,1.123.162.1,-34.5962,138.914,5351,Lyndoch,SA,AU
185,1.123.166.1,-35.0076,138.7182,5152,Crafers,SA,AU
186,1.123.168.1,-34.4771,140.571,5333,Loxton,SA,AU
187,1.123.176.1,-35.1939,138.4761,5169,Moana,SA,AU
188,1.124.96.1,-34.8916,138.6589,5073,Hectorville,SA,AU
189,1.124.110.1,-34.9871,138.5367,5044,Glengowrie,SA,AU
190,1.124.120.1,-34.6025,138.749,5118,Gawler,SA,AU
191,1.124.160.1,-34.4222,137.9191,5571,Ardrossan,SA,AU
192,1.125.49.1,-34.7571,138.6082,5108,Salisbury,SA,AU
193,1.125.96.1,-34.7359,138.6872,5112,Hillbank,SA,AU
194,1.125.105.1,-34.918,138.6869,5072,Woodforde,SA,AU
195,1.125.110.1,-34.8333,138.6833,5092,Modbury,SA,AU
196,1.125.216.1,-31.3906,152.8314,2444,Port Macquarie,NSW,AU
197,1.126.64.1,-32.3151,115.7777,6168,Hillman,WA,AU
198,1.126.108.1,-31.8329,115.7759,6023,Duncraig,WA,AU
199,1.126.112.1,-33.3166,115.705,6232,Eaton,WA,AU
200,1.126.192.1,-32.8741,115.927,6215,Waroona,WA,AU
201,1.126.208.1,-37.3355,144.5399,3442,Woodend,VIC,AU
202,1.126.252.1,-32.9278,151.7845,2300,Newcastle,NSW,AU
203,1.126.254.1,-32.5269,115.7217,6210,Mandurah,WA,AU
204,1.127.0.1,-32.2782,115.735,,Rockingham,WA,AU
205,1.127.32.1,-33.3271,115.6414,6230,Bunbury,WA,AU
206,1.127.40.1,-31.7624,115.7589,6027,Heathridge,WA,AU
207,1.127.50.1,-32.1206,115.8162,6164,Yangebup,WA,AU
208,1.127.96.1,-32.0167,115.95,6107,Cannington,WA,AU
209,1.127.108.1,-31.9111,115.9333,6936,Perth,WA,AU
210,1.127.109.1,-32.1435,115.8653,6164,Success,WA,AU
211,1.127.111.1,-31.9333,115.8333,6831,Perth,WA,AU
212,1.127.112.1,-20.3121,118.6106,6721,Port Hedland,WA,AU
213,1.127.192.1,-32.6298,115.8735,6208,Pinjarra,WA,AU
214,1.128.0.1,-27.471,153.023,,Brisbane,QLD,AU
215,1.128.32.1,-22.0016,148.0466,4744,Moranbah,QLD,AU
216,1.128.64.1,-18.7356,146.5779,4816,Palm Island,QLD,AU
217,1.128.105.1,-27.0846,152.9511,4510,Caboolture,QLD,AU
218,1.128.109.1,-27.35,152.9833,4035,Albany Creek,QLD,AU
219,1.128.110.1,-27.5333,152.9833,4075,Brisbane,QLD,AU
220,1.128.160.1,-33.7472,150.7444,2747,Kingswood,NSW,AU
221,1.128.176.1,-35.148,138.471,5167,Port Noarlunga,SA,AU
222,1.129.0.1,-37.8826,144.7003,3029,Hoppers Crossing,VIC,AU
223,1.129.32.1,-32.8333,151.3667,2325,Cessnock,NSW,AU
224,1.129.64.1,-33.9667,150.9,2167,Glenfield,NSW,AU
225,1.129.96.1,-33.8591,151.2002,2000,Sydney,NSW,AU
226,1.129.104.1,-33.842,151.2046,2060,Sydney,NSW,AU
227,1.129.105.1,-33.6833,151.0167,2158,Sydney,NSW,AU
228,1.129.107.1,-33.8667,151.1,2137,Concord,NSW,AU
229,1.129.108.1,-33.8612,151.1982,1001,Sydney,NSW,AU
230,1.129.109.1,-33.8833,151.1167,2132,Croydon,NSW,AU
231,1.129.128.1,-34.7479,149.728,,Goulburn,NSW,AU
232,1.129.160.1,-28.0003,153.4309,4217,Gold Coast,QLD,AU
233,1.129.224.1,-37.8103,144.9544,3000,Melbourne,VIC,AU
234,1.130.0.1,-37.7002,145.058,,Bundoora (Telstra),,AU
235,1.132.96.1,-26.6957,153.133,4575,Buddina,QLD,AU
236,1.132.97.1,-27.4667,153.05,4005,New Farm,QLD,AU
237,1.132.110.1,-27.4178,153.0702,4011,Hendra,QLD,AU
238,1.136.0.1,-38.1414,145.122,,Frankston,,AU
239,1.136.97.1,-37.75,145.0167,3072,Preston,VIC,AU
240,1.136.104.1,-37.9372,145.0046,3188,Melbourne,VIC,AU
241,1.136.105.1,-37.75,144.9667,3058,Coburg,VIC,AU
242,1.136.106.1,-37.8286,145.0077,3121,Melbourne,VIC,AU
243,1.136.107.1,-37.8333,144.9833,3141,South Yarra,VIC,AU
244,1.136.108.1,-37.6384,144.8074,3428,Bulla,VIC,AU
245,1.136.109.1,-37.8333,145.0667,3124,Camberwell,VIC,AU
246,1.136.111.1,-37.8189,145.1254,3128,Melbourne,VIC,AU
247,1.136.128.1,-32.9333,117.8667,6361,Harrismith,WA,AU
248,1.138.64.1,-37.836,144.9183,3207,Melbourne,VIC,AU
249,1.143.0.1,-37.8692,144.9977,3183,Melbourne,VIC,AU
250,1.143.28.1,-37.6982,145.0597,3083,Bundoora,VIC,AU
251,1.143.29.1,-37.86,144.9717,3182,St Kilda,VIC,AU
252,1.143.30.1,-38.0333,145.35,3806,Berwick,VIC,AU
253,1.143.32.1,-37.8416,145.0177,3142,Toorak,VIC,AU
254,1.143.60.1,-37.8,144.9833,3066,Melbourne,VIC,AU
255,1.143.61.1,-37.8253,144.9522,3006,Southbank,VIC,AU
256,1.143.62.1,-37.7833,144.9667,3054,Carlton North,VIC,AU
257,1.143.63.1,-37.8667,145.0333,3144,Malvern,VIC,AU
258,1.143.64.1,-33.2667,151.4833,2259,Wyongah,NSW,AU
259,1.143.89.1,-32.0674,147.4517,,Wyoming,NSW,AU
260,1.143.91.1,-33.8614,151.1705,2039,Rozelle,NSW,AU
261,1.143.120.1,-34.2801,146.046,,Griffith,NSW,AU
262,1.143.128.1,-33.8229,151.0078,2150,Parramatta,NSW,AU
263,1.143.152.1,-27.5667,153.1333,4123,Rochedale,QLD,AU
264,1.143.168.1,-34.9595,138.7309,5141,Summertown,SA,AU
265,1.143.218.1,-32.1461,116.0093,6992,Armadale,WA,AU
266,1.144.24.1,-35.1026,150.6297,2540,Sanctuary Point,NSW,AU
267,1.144.32.1,-37.5667,143.8667,3350,Ballarat,VIC,AU
268,1.144.64.1,-28.9775,153.2497,2471,Coraki,NSW,AU
269,1.144.97.1,-33.8718,151.2271,2011,Rushcutters Bay,NSW,AU
270,1.144.98.1,-33.7615,150.8737,2767,Doonside,NSW,AU
271,1.144.100.1,-28.8133,153.2758,2480,Lismore,NSW,AU
272,1.144.104.1,-33.8333,150.9833,2160,Merrylands,NSW,AU
273,1.144.105.1,-33.8814,151.18,2037,Glebe,NSW,AU
274,1.144.107.1,-33.85,151.0333,2144,Auburn,NSW,AU
275,1.144.108.1,-33.8428,150.9006,2164,Wetherill Park,NSW,AU
276,1.144.109.1,-33.8834,151.1562,2040,Leichhardt,NSW,AU
277,1.144.111.1,-33.8157,151.1668,2066,Sydney,NSW,AU
278,1.144.160.1,-37.7008,144.5603,3338,Melton South,VIC,AU
279,1.144.224.1,-33.4502,151.3137,2250,Tascott,NSW,AU
280,1.145.0.1,-37.9193,145.053,3165,Bentleigh East,VIC,AU
281,1.145.128.1,-38.0702,145.4741,3810,Pakenham East,VIC,AU
282,1.145.224.1,-37.7882,144.93,3031,Kensington,VIC,AU
283,1.146.32.1,-26,152.4333,4570,Sexton,QLD,AU
284,1.146.40.1,-31.9555,115.9131,6103,Rivervale,WA,AU
285,1.146.128.1,-37.8333,145.0333,3122,Hawthorn,VIC,AU
286,1.146.192.1,-41.2636,146.324,7310,Melrose,TAS,AU
287,1.148.0.1,-23.8568,151.2713,4680,Gladstone,QLD,AU
288,1.148.32.1,-30.3833,152.8833,2454,Gleniffer,NSW,AU
289,1.151.0.1,-37.8004,144.5746,3338,Eynesbury,VIC,AU
290,1.152.0.1,-37.7333,145.15,3095,Eltham,VIC,AU
291,1.152.97.1,-37.8248,145.0705,3126,Melbourne,VIC,AU
292,1.152.104.1,-37.6,144.95,3064,Craigieburn,VIC,AU
293,1.152.105.1,-37.75,145,3071,Thornbury,VIC,AU
294,1.152.107.1,-37.8149,144.9505,3008,Docklands,VIC,AU
295,1.152.109.1,-37.8064,145.0309,3101,Kew,VIC,AU
296,1.152.160.1,-37.4886,144.5942,3437,Gisborne,VIC,AU
297,1.153.64.1,-33.8974,150.9345,2166,Parramatta,NSW,AU
298,1.154.160.1,-28.3386,152.2951,4373,Killarney,QLD,AU
299,1.155.0.1,-31.8111,115.8281,6065,Madeley,WA,AU
300,1.155.32.1,-33.7103,150.3753,2782,Wentworth Falls,NSW,AU
301,1.155.224.1,-37.7876,145.1489,3109,Doncaster East,VIC,AU
302,1.156.48.1,-38.1535,144.3581,3220,Geelong,VIC,AU
303,1.158.192.1,-28.8949,153.4304,2477,Tuckombil,NSW,AU
304,58.160.33.1,-27.4227,153.0335,4030,Wooloowin,QLD,AU
305,58.160.37.1,-27.4167,152.9833,4051,Gaythorne,QLD,AU
306,58.160.53.1,-33.6833,151.1,2077,Asquith,NSW,AU
307,58.160.56.1,-33.8708,151.2792,2030,Dover Heights,NSW,AU
308,58.160.58.1,-33.9202,151.2224,2033,Kensington,NSW,AU
309,58.160.60.1,-33.7253,150.7926,2770,Willmot,NSW,AU
310,58.160.64.1,-34.7994,138.6871,5127,Wynn Vale,SA,AU
311,58.160.65.1,-34.7995,138.7115,5126,Surrey Downs,SA,AU
312,58.160.66.1,-34.8116,138.7069,5097,Redwood Park,SA,AU
313,58.160.68.1,-34.8102,138.7357,5091,Banksia Park,SA,AU
314,58.160.74.1,-34.7657,138.7138,5125,Greenwith,SA,AU
315,58.160.128.1,-34.9026,138.5791,5007,Bowden,SA,AU
316,58.160.129.1,-34.9006,138.5702,5008,Adelaide,SA,AU
317,58.160.131.1,-34.9014,138.575,5007,Hindmarsh,SA,AU
318,58.160.133.1,-34.8917,138.5773,5008,Renown Park,SA,AU
319,58.160.136.1,-34.862,138.6766,5075,Adelaide,SA,AU
320,58.160.145.1,-34.8977,138.5542,5009,Allenby Gardens,SA,AU
321,58.160.163.1,-34.8944,138.5782,5007,Brompton,SA,AU
322,58.160.170.1,-34.7825,138.6108,5107,Parafield Gardens,SA,AU
323,58.160.193.1,-34.9203,138.4944,5022,Henley Beach,SA,AU
324,58.160.194.1,-35.0333,138.5667,5047,Darlington,SA,AU
325,58.160.196.1,-34.9808,138.515,5045,Glenelg,SA,AU
326,58.160.198.1,-34.9259,138.4955,5022,Henley Beach South,SA,AU
327,58.160.199.1,-34.9885,138.5398,5043,Morphettville,SA,AU
328,58.160.201.1,-34.9754,138.5798,5039,Edwardstown,SA,AU
329,58.160.224.1,-27.4255,153.001,4051,Alderley,QLD,AU
330,58.160.234.1,-27.4029,153.0297,4031,Kedron,QLD,AU
331,58.160.240.1,-27.3827,152.9919,4053,McDowall,QLD,AU
332,58.161.0.1,-37.7976,145.0538,3102,Kew East,VIC,AU
333,58.161.3.1,-37.8167,145.05,3123,Hawthorn,VIC,AU
334,58.161.4.1,-37.8,145.0667,3102,Kew East,VIC,AU
335,58.161.10.1,-37.769,145.0431,3079,Ivanhoe,VIC,AU
336,58.161.11.1,-37.7667,145.05,3079,Ivanhoe East,VIC,AU
337,58.161.12.1,-37.7464,145.0771,3084,Viewbank,VIC,AU
338,58.161.13.1,-37.7909,145.0939,3104,Balwyn North,VIC,AU
339,58.161.18.1,-37.7251,145.0935,3085,Yallambie,VIC,AU
340,58.161.21.1,-37.8333,144.9667,3205,Melbourne,VIC,AU
341,58.161.23.1,-37.75,145.0667,3084,Rosanna,VIC,AU
342,58.161.26.1,-37.5782,145.3074,3761,Saint Andrews,VIC,AU
343,58.161.28.1,-37.9167,145.2,3170,Mulgrave,VIC,AU
344,58.161.33.1,-37.7883,145.1237,3108,Doncaster,VIC,AU
345,58.161.34.1,-37.8667,145.0667,3146,Glen Iris,VIC,AU
346,58.161.35.1,-37.85,145.0167,3143,Armadale,VIC,AU
347,58.161.50.1,-37.9023,145.0173,3187,Brighton East,VIC,AU
348,58.161.56.1,-37.7167,145.1167,3088,Greensborough,VIC,AU
349,58.161.76.1,-37.7667,145.0833,3105,Bulleen,VIC,AU
350,58.161.80.1,-37.7667,145.1167,3107,Templestowe Lower,VIC,AU
351,58.161.82.1,-37.9,145.1167,3166,Oakleigh East,VIC,AU
352,58.161.91.1,-37.9167,145.1167,3168,Clayton,VIC,AU
353,58.161.93.1,-37.9333,145.1167,3169,Clayton South,VIC,AU
354,58.161.95.1,-37.8771,145.1294,3149,Mount Waverley,VIC,AU
355,58.161.108.1,-37.8833,145.05,3145,East Malvern,VIC,AU
356,58.161.113.1,-37.9827,145.1342,3172,Dingley,VIC,AU
357,58.161.116.1,-37.3507,144.743,3434,Romsey,VIC,AU
358,58.161.128.1,-37.7984,144.9783,3065,Fitzroy,VIC,AU
359,58.161.131.1,-37.8895,145.0581,3163,Carnegie,VIC,AU
360,58.161.132.1,-37.8333,145.0833,3126,Canterbury,VIC,AU
361,58.161.135.1,-37.8667,145,3183,Balaclava,VIC,AU
362,58.161.136.1,-37.8117,145.081,3103,Balwyn,VIC,AU
363,58.161.138.1,-37.872,145.0216,3161,Caulfield South,VIC,AU
364,58.161.141.1,-37.8167,145.1,3127,Surrey Hills,VIC,AU
365,58.161.144.1,-37.9181,145.0354,3204,Bentleigh,VIC,AU
366,58.161.156.1,-37.9,145.0833,3166,Oakleigh,VIC,AU
367,58.161.163.1,-37.9,145.0667,3163,Murrumbeena,VIC,AU
368,58.161.193.1,-37.977,145.2587,3802,Endeavour Hills,VIC,AU
369,58.161.195.1,-37.8891,145.174,3150,Glen Waverley,VIC,AU
370,58.161.198.1,-37.9833,145.2,3175,Dandenong,VIC,AU
371,58.161.199.1,-38.05,145.3667,3807,Beaconsfield,VIC,AU
372,58.161.208.1,-31.7747,115.7627,6027,Beldon,WA,AU
373,58.161.216.1,-32.0054,115.7638,6912,Mosman Park,WA,AU
374,58.161.234.1,-37.7167,145,3073,Reservoir,VIC,AU
375,58.161.239.1,-37.7204,145.0698,3085,Macleod,VIC,AU
376,58.162.20.1,-35.3516,149.1592,2609,Symonston,ACT,AU
377,58.162.32.1,-19.2451,146.7945,4810,Townsville,QLD,AU
378,58.162.40.1,-32.95,151.6667,2285,Cardiff,NSW,AU
379,58.162.42.1,-33.9522,150.8995,2170,Prestons,NSW,AU
380,58.162.45.1,-33.7588,150.9929,2153,Baulkham Hills,NSW,AU
381,58.162.46.1,-29.75,116.4333,6616,Latham,WA,AU
382,58.162.47.1,-33.8786,151.1969,2007,Ultimo,NSW,AU
383,58.162.48.1,-37.8,144.9667,3053,Carlton,VIC,AU
384,58.162.49.1,-37.7984,144.9449,3051,Melbourne,VIC,AU
