User_ID,Latitude,Longitude
283,-37.81458456,144.9710135
284,-37.81504569,144.9684818
285,-37.81250107,144.9595215
286,-37.81739518,144.9575549
287,-37.81053278,144.9658441
288,-37.81682245,144.9628556
289,-37.80946049,144.9706667
290,-37.81246271,144.954116
291,-37.81039011,144.9691266
292,-37.81115529,144.9594774
293,-37.8170029,144.9539777
294,-37.81140564,144.960567
295,-37.8110371,144.9661843
296,-37.8172,144.965
297,-37.81472026,144.9628137
298,-37.81777126,144.9583927
299,-37.80969501,144.964744
300,-37.81363471,144.9542493
301,-37.8167165,144.9698611
302,-37.81393127,144.957971
303,-37.81430887,144.9537613
304,-37.81068088,144.9719608
305,-37.81148285,144.9669385
306,-37.81668587,144.9668593
307,-37.81363317,144.973243
308,-37.8166399,144.955556
309,-37.8136,144.972
310,-37.81435865,144.972323
311,-37.81686793,144.9650421
312,-37.81403129,144.9588553
313,-37.81271502,144.9730951
314,-37.81210602,144.9663533
315,-37.81522854,144.9669404
316,-37.81235517,144.9670347
317,-37.8161,144.956
318,-37.81465089,144.9725287
319,-37.81153764,144.9701418
320,-37.81218896,144.958606
321,-37.81319429,144.960817
322,-37.80956308,144.9701873
323,-37.81463872,144.9671212
324,-37.81587498,144.964943
325,-37.8187,144.958
326,-37.8177123,144.9544944
327,-37.81361663,144.97404
328,-37.81342336,144.9656871
329,-37.81332899,144.9627204
330,-37.81452387,144.9592769
331,-37.81908577,144.9571606
332,-37.81662718,144.9544605
333,-37.8155456,144.9538222
334,-37.81142622,144.9643746
335,-37.81967517,144.9553874
336,-37.81624798,144.9714434
337,-37.81999954,144.9570476
338,-37.81124551,144.9696586
339,-37.81537917,144.9632792
340,-37.81403222,144.9610952
341,-37.81182786,144.9665419
342,-37.81502627,144.965544
343,-37.80969355,144.9715003
344,-37.81090539,144.9676384
345,-37.81203347,144.9705664
346,-37.81737431,144.9612339
347,-37.81363597,144.9597748
348,-37.81689841,144.9594522
349,-37.81871021,144.9563394
350,-37.81444019,144.9740676
351,-37.81766866,144.9654184
352,-37.81904365,144.9569909
353,-37.8134643,144.9705633
354,-37.81474876,144.9573675
355,-37.8126,144.955
356,-37.81326782,144.9705601
357,-37.81286266,144.9592317
358,-37.81436667,144.9543352
359,-37.81839,144.9634368
360,-37.81099305,144.9634438
361,-37.80947669,144.9690968
362,-37.8114362,144.9674979
363,-37.81115914,144.959008
364,-37.8149,144.963
365,-37.81194793,144.9655302
366,-37.80798939,144.9702953
367,-37.81640804,144.9550316
368,-37.81367134,144.9539201
369,-37.81840545,144.9567208
370,-37.81319675,144.9526631
371,-37.82005518,144.9573926
372,-37.81823228,144.9561836
373,-37.81017239,144.9700313
374,-37.8106979,144.9677331
375,-37.81898735,144.9575571
376,-37.81714635,144.968147
377,-37.81351306,144.955028
378,-37.81338464,144.9689979
379,-37.81479519,144.95762
380,-37.81035489,144.9630055
381,-37.81778505,144.9623529
382,-37.80898894,144.9702931
383,-37.81280482,144.9626177
384,-37.81035375,144.9689073
385,-37.81220326,144.9575115
386,-37.8118776,144.9708048
387,-37.81490372,144.9606025
388,-37.81692811,144.9674897
389,-37.81499493,144.9522618
390,-37.8143775,144.9679586
391,-37.80793707,144.9715266
392,-37.81365287,144.9584602
393,-37.81590442,144.9661972
394,-37.81467997,144.9568074
395,-37.81137595,144.9694671
396,-37.8166,144.962
397,-37.81310924,144.9696063
398,-37.81694384,144.9570978
399,-37.81175062,144.9687512
400,-37.81197645,144.9651907
401,-37.81313686,144.9681604
402,-37.81499829,144.9638997
403,-37.81483678,144.9675831
404,-37.81232888,144.9596861
405,-37.81236537,144.9617273
406,-37.81439086,144.9617439
407,-37.81786608,144.9628202
408,-37.8168255,144.9668902
409,-37.8175534,144.9575845
410,-37.81193592,144.9667402
411,-37.81624214,144.9654078
412,-37.81672054,144.9598559
413,-37.81546716,144.9631918
414,-37.8168693,144.9538785
415,-37.81552601,144.9604404
416,-37.81463553,144.9671644
417,-37.81560147,144.9727537
418,-37.815,144.963
419,-37.82029345,144.9553663
420,-37.81412766,144.9667448
421,-37.81954951,144.9596506
422,-37.81774628,144.954666
423,-37.80955316,144.9639497
424,-37.81791603,144.9556813
425,-37.809681,144.9649008
426,-37.80880857,144.9695291
427,-37.81181686,144.9659577
428,-37.81348882,144.9556612
429,-37.8166,144.96
430,-37.81454676,144.9699361
431,-37.81528643,144.9641341
432,-37.81825091,144.9639952
433,-37.81306037,144.9632401
434,-37.81025796,144.9667999
435,-37.8189009,144.958628
436,-37.80993804,144.971359
437,-37.81252092,144.9670254
438,-37.81651767,144.9578495
439,-37.8168291,144.9531797
440,-37.8107,144.97
441,-37.81908759,144.9610021
442,-37.80980569,144.9646641
443,-37.8148242,144.9590922
444,-37.81409721,144.9533535
445,-37.81397727,144.9717184
446,-37.81109898,144.9717831
447,-37.80848159,144.9692233
448,-37.81421315,144.9725548
449,-37.8122207,144.9643737
450,-37.81628039,144.9637887
451,-37.81216537,144.9688987
452,-37.81168561,144.9580145
453,-37.81320548,144.9642746
454,-37.81314629,144.9574962
455,-37.80902401,144.9655747
456,-37.81412538,144.967294
457,-37.81436393,144.9575092
458,-37.81630682,144.9564112
459,-37.81029804,144.9613322
460,-37.81480449,144.9688219
461,-37.80990213,144.968101
462,-37.811,144.962
463,-37.81406625,144.9657392
464,-37.81996348,144.9574456
465,-37.81033457,144.9649191
466,-37.81258634,144.9734678
467,-37.81197933,144.9590622
468,-37.81525768,144.9632867
469,-37.81539866,144.9530109
470,-37.82017691,144.9574048
471,-37.81837543,144.9599445
472,-37.81638633,144.9555707
473,-37.81326546,144.9581666
474,-37.81375706,144.9621419
475,-37.81259143,144.9563564
476,-37.81485342,144.968247
477,-37.81274762,144.9671464
478,-37.8082528,144.9706854
479,-37.81674483,144.967653
480,-37.8159,144.965
481,-37.81327323,144.9618673
482,-37.8167531,144.9596168
483,-37.81169826,144.9595749
484,-37.81608865,144.9553995
485,-37.81466674,144.9726117
486,-37.8181,144.962
487,-37.81154076,144.9658567
488,-37.81121627,144.9674886
489,-37.8152294,144.9741715
490,-37.81353719,144.9593474
491,-37.81208048,144.9609979
492,-37.81205437,144.9683478
493,-37.81541757,144.9585954
494,-37.81293684,144.9555765
495,-37.81663167,144.962239
496,-37.81426711,144.971492
497,-37.81351888,144.9633401
498,-37.81178302,144.9667115
499,-37.81458214,144.9734529
500,-37.81135907,144.9605328
501,-37.81186848,144.964194
502,-37.81910575,144.9561936
503,-37.81467299,144.9530887
504,-37.81281411,144.9551326
505,-37.81973404,144.9559292
506,-37.81075891,144.9689207
507,-37.81443013,144.9619541
508,-37.80959311,144.9647779
509,-37.81983154,144.9588877
510,-37.8128765,144.9604625
511,-37.81182421,144.9584148
512,-37.81347092,144.9599478
513,-37.81049658,144.9637756
514,-37.81334168,144.9616773
515,-37.81528664,144.9652383
516,-37.81645923,144.9629777
517,-37.81618292,144.9705759
518,-37.81791078,144.9553223
519,-37.81085156,144.9626945
520,-37.81238294,144.9574663
521,-37.81324916,144.9644019
522,-37.81289631,144.9535448
523,-37.81254751,144.9618932
524,-37.81363677,144.9582849
525,-37.81728264,144.9671344
526,-37.81455721,144.9575961
527,-37.81439995,144.9565558
528,-37.81483902,144.9743252
529,-37.81090135,144.9708383
530,-37.81274588,144.9676303
531,-37.81154199,144.9685253
532,-37.81084221,144.9709868
533,-37.81522496,144.9677888
534,-37.82044883,144.956195
535,-37.81642414,144.9691745
536,-37.81568997,144.9712714
537,-37.81933037,144.9594005
538,-37.81350487,144.9602483
539,-37.81738394,144.9646042
540,-37.81772555,144.962654
541,-37.81629004,144.9689818
542,-37.81417219,144.9704777
543,-37.80885551,144.9706179
544,-37.81729306,144.9593815
545,-37.81317424,144.9665251
546,-37.81908753,144.9595379
547,-37.8162717,144.9572107
548,-37.82010129,144.958046
549,-37.8168,144.966
550,-37.81331437,144.9590872
551,-37.80798242,144.9698733
552,-37.8138391,144.9523901
553,-37.81232343,144.9660869
554,-37.81352848,144.9713697
555,-37.81611952,144.9537493
556,-37.8141311,144.9691064
557,-37.81786587,144.95828
558,-37.81435454,144.9720591
559,-37.81199059,144.9681455
560,-37.81155638,144.9682673
561,-37.81449007,144.9734905
562,-37.80818508,144.9688298
563,-37.81202046,144.9572562
564,-37.81623041,144.9702188
565,-37.81912295,144.9579225
566,-37.80941254,144.9664855
567,-37.81537498,144.958963
568,-37.80951291,144.9707935
569,-37.81702815,144.9679017
570,-37.81461648,144.9548871
571,-37.80982733,144.9636741
572,-37.81271234,144.9658971
573,-37.81528711,144.9685952
574,-37.81691734,144.96779
575,-37.81374063,144.9712312
576,-37.80874788,144.9676024
577,-37.81088776,144.9724407
578,-37.81311743,144.9620956
579,-37.81285579,144.9689299
580,-37.81895933,144.9619128
581,-37.81444765,144.969816
582,-37.8184,144.957
583,-37.81784484,144.9603066
584,-37.81483451,144.9662333
585,-37.8157432,144.9711744
586,-37.81257378,144.9633158
587,-37.81019174,144.9678013
588,-37.81379186,144.9529328
589,-37.81615344,144.9586013
590,-37.81273972,144.9528822
591,-37.81181109,144.9623001
592,-37.81353176,144.9672082
593,-37.81355539,144.9700841
594,-37.81687663,144.9612744
595,-37.81114228,144.9593456
596,-37.8162167,144.9581556
597,-37.81254781,144.9542637
598,-37.8133,144.971
599,-37.81171275,144.9628126
600,-37.8165618,144.9562505
601,-37.81164451,144.972708
602,-37.81403267,144.9571713
603,-37.81331376,144.9637916
604,-37.81803491,144.9630368
605,-37.8152,144.964
606,-37.81476757,144.970784
607,-37.81314287,144.9593894
608,-37.81288066,144.9716184
609,-37.81475955,144.9556085
610,-37.81604212,144.9672633
611,-37.81561862,144.9637961
612,-37.81765277,144.9642482
613,-37.81385664,144.9662
614,-37.81419127,144.9655709
615,-37.8111564,144.9655809
616,-37.81135071,144.9728868
617,-37.80838853,144.9696375
618,-37.8140479,144.9548016
619,-37.81590449,144.9570699
620,-37.81440947,144.9634819
621,-37.81135967,144.9694889
622,-37.81611794,144.9620371
623,-37.81149947,144.9724749
624,-37.81158277,144.9665099
625,-37.81432132,144.9537104
626,-37.81127464,144.9652211
627,-37.81082129,144.9619145
628,-37.8086519,144.9702236
629,-37.81368054,144.9632375
630,-37.81501263,144.9735539
631,-37.8192126,144.9588437
632,-37.81547929,144.9680331
633,-37.8100066,144.9716814
634,-37.8119901,144.968646
635,-37.81722214,144.9577163
636,-37.81577881,144.9531047
637,-37.8158672,144.9623856
638,-37.81791147,144.9546121
639,-37.8101,144.964
640,-37.81125272,144.9728854
641,-37.80944086,144.9657939
642,-37.81473955,144.9738391
643,-37.81352447,144.9623281
644,-37.81694573,144.9537407
645,-37.81621537,144.9705562
646,-37.8154413,144.969563
647,-37.81914038,144.9617109
648,-37.81878086,144.9548284
649,-37.81384956,144.9660117
650,-37.81724318,144.9666246
651,-37.81747657,144.9598784
652,-37.81534887,144.9556453
653,-37.80783693,144.9696028
654,-37.81129975,144.9670826
655,-37.81886028,144.9579388
656,-37.81997781,144.9581687
657,-37.81437107,144.95446
658,-37.8142892,144.9665353
659,-37.80881047,144.9717293
660,-37.81411926,144.955517
661,-37.81524556,144.9632271
662,-37.81582459,144.9695472
663,-37.81046608,144.9694559
664,-37.81481897,144.9701643
665,-37.81311523,144.9578191
666,-37.81045768,144.9625296
667,-37.81103246,144.9623524
668,-37.81588321,144.9645826
669,-37.81421855,144.9736057
670,-37.81167653,144.9715326
671,-37.81179911,144.9571407
672,-37.81063788,144.9654179
673,-37.8144039,144.9711093
674,-37.81428538,144.951847
675,-37.81059298,144.966719
676,-37.81317273,144.9606585
677,-37.8140092,144.9580249
678,-37.81344743,144.9634672
679,-37.81745112,144.9588711
680,-37.81814245,144.9581639
681,-37.81323635,144.9535437
682,-37.80891342,144.9715396
683,-37.81481914,144.962009
684,-37.81227447,144.9612948
685,-37.8135,144.96
686,-37.8116569,144.970676
687,-37.81561693,144.9731468
688,-37.81043826,144.9688579
689,-37.8102157,144.9668033
690,-37.8155033,144.9604707
691,-37.81997452,144.9566125
692,-37.81258978,144.9681462
693,-37.81655716,144.9643427
694,-37.8120818,144.9629894
695,-37.81381076,144.9565768
696,-37.81489027,144.9705368
697,-37.81618301,144.9708506
698,-37.80810679,144.9707438
699,-37.81483593,144.9584096
700,-37.81461861,144.973433
701,-37.81463162,144.9641342
702,-37.81681285,144.9573581
703,-37.81085876,144.9644003
704,-37.8110894,144.9687622
705,-37.81740267,144.9597856
706,-37.81214076,144.9732469
707,-37.81630102,144.9708487
708,-37.81367468,144.9566108
709,-37.81611136,144.9547953
710,-37.81239481,144.9702472
711,-37.81515731,144.9578562
712,-37.81417301,144.9579377
713,-37.81472202,144.9545213
714,-37.81338034,144.9605372
715,-37.81336896,144.9517447
716,-37.8115445,144.971489
717,-37.81849409,144.9585537
718,-37.81531841,144.9618634
719,-37.81422176,144.9625897
720,-37.8144782,144.9696098
721,-37.81674919,144.9579561
722,-37.8121,144.961
723,-37.81027679,144.966391
724,-37.80816647,144.9712063
725,-37.81469469,144.9562267
726,-37.81249784,144.9651913
727,-37.81667575,144.9694969
728,-37.81425978,144.953631
729,-37.81418672,144.9596769
730,-37.81357042,144.9667569
731,-37.81215489,144.9708896
732,-37.816301,144.9705807
733,-37.81501011,144.9523472
734,-37.80901432,144.9692536
735,-37.81461123,144.9612867
736,-37.81437503,144.9723828
737,-37.81624163,144.969952
738,-37.81127142,144.9687153
739,-37.81134247,144.9649583
740,-37.82043985,144.9550085
741,-37.81266602,144.9538387
742,-37.81271623,144.9629153
743,-37.81312716,144.9539345
744,-37.8150451,144.9526364
745,-37.80963906,144.9681242
746,-37.81590462,144.9571862
747,-37.81703852,144.9635905
748,-37.80987866,144.9681844
749,-37.81490264,144.9608245
750,-37.81601087,144.9682556
751,-37.81551796,144.960138
752,-37.81921037,144.9593446
753,-37.81498904,144.9723124
754,-37.81106192,144.959034
755,-37.80786098,144.9714691
756,-37.8176605,144.9549437
757,-37.81432293,144.9612491
758,-37.81206117,144.9655675
759,-37.8127175,144.9638631
760,-37.81115801,144.9598529
761,-37.81593406,144.9558665
762,-37.8158,144.966
763,-37.81384928,144.9540862
764,-37.8146408,144.9626965
765,-37.81547858,144.9671157
766,-37.8124389,144.9634628
767,-37.81403995,144.9606399
768,-37.81301959,144.965414
769,-37.81370196,144.9684481
770,-37.81632873,144.9625908
771,-37.81535134,144.9570293
772,-37.81958794,144.9585356
773,-37.81963426,144.9561282
774,-37.81534565,144.9558503
775,-37.81377023,144.9525471
776,-37.80923502,144.9657178
777,-37.81965686,144.95888
778,-37.81548857,144.9684871
779,-37.81354306,144.9623245
780,-37.81900438,144.9616792
781,-37.80868213,144.9684407
782,-37.81324116,144.959806
783,-37.81278984,144.9661798
784,-37.81364282,144.9661142
785,-37.81311068,144.9713522
786,-37.81304268,144.9647146
787,-37.81245009,144.9634839
788,-37.81229064,144.9587945
789,-37.81001047,144.9643536
790,-37.81740477,144.957499
791,-37.81554884,144.9671671
792,-37.81769098,144.9601202
793,-37.81536109,144.958965
794,-37.81234966,144.9708609
795,-37.81421768,144.956719
796,-37.81453453,144.9739483
797,-37.81168249,144.9718441
798,-37.8127,144.968
799,-37.81544308,144.9670194
800,-37.81389793,144.9706752
801,-37.81692677,144.961488
802,-37.81580622,144.9632271
803,-37.81408298,144.9568705
804,-37.8135234,144.961353
805,-37.8134044,144.9658854
806,-37.81034596,144.9642536
807,-37.81492973,144.9609001
808,-37.81349351,144.9703382
809,-37.8182,144.957
810,-37.81994558,144.9547768
811,-37.8098603,144.9687778
812,-37.81304938,144.9577947
813,-37.81557704,144.9634413
814,-37.80837218,144.9692
815,-37.80958828,144.9685728
816,-37.8154,144.963
